ts_us,action,trigger_reason,slug,side,price,size,filled_size,outcome_truth,pnl,up_filled,dn_filled,pair_cost
1778770298835965,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Down,0.461,20.0,,,,,,
1778770125969664,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Down,0.425,20.0,,,,,,
1778770100953141,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.4135,20.0,,,,,,
1778770231694171,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Down,0.4693,20.0,,,,,,
1778770215400495,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.4752,20.0,,,,,,
1778770281477366,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.5044,20.0,,,,,,
1778770149192135,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.4572,20.0,,,,,,
1778770072391113,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.4945,20.0,,,,,,
1778770182551733,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.4131,20.0,,,,,,
1778770103434641,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.5443,20.0,,,,,,
1778770110512797,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Down,0.505,20.0,,,,,,
1778770137767828,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.5454,20.0,,,,,,
1778770079793933,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Down,0.5075,20.0,,,,,,
1778770236912962,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.4408,20.0,,,,,,
1778770024696800,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.5354,20.0,,,,,,
1778770039145478,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.4304,20.0,,,,,,
1778770216763303,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.4869,20.0,,,,,,
1778770164525274,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.5285,20.0,,,,,,
1778770006837673,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Down,0.5079,20.0,,,,,,
1778770199326105,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.4941,20.0,,,,,,
1778770042927056,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Down,0.4975,20.0,,,,,,
1778770188994840,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.4624,20.0,,,,,,
1778770236279050,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.4741,20.0,,,,,,
1778770057279326,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.4217,20.0,,,,,,
1778770203633179,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.4881,20.0,,,,,,
1778770238251487,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.5388,20.0,,,,,,
1778770296915423,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Down,0.452,20.0,,,,,,
1778770184123123,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Down,0.4034,20.0,,,,,,
1778770046297993,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Down,0.4723,20.0,,,,,,
1778770140665158,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Down,0.4124,20.0,,,,,,
1778770083478326,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.4736,20.0,,,,,,
1778770132909255,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Down,0.4858,20.0,,,,,,
1778770163131156,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.44,20.0,,,,,,
1778770286178085,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.4781,20.0,,,,,,
1778770255083590,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.4032,20.0,,,,,,
1778770109739797,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Down,0.5344,20.0,,,,,,
1778770163305300,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.4831,20.0,,,,,,
1778770095391958,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.5008,20.0,,,,,,
1778770036543401,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.4989,20.0,,,,,,
1778770219358380,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Down,0.5153,20.0,,,,,,
1778770096883153,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.5374,20.0,,,,,,
1778770292571440,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.4056,20.0,,,,,,
1778770043237382,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Down,0.4556,20.0,,,,,,
1778770093676676,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Down,0.5212,20.0,,,,,,
1778770289000348,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.5429,20.0,,,,,,
1778770190814495,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.4773,20.0,,,,,,
1778770271754124,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.5404,20.0,,,,,,
1778770055029896,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.4067,20.0,,,,,,
1778770090340589,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.5489,20.0,,,,,,
1778770267611502,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.5336,20.0,,,,,,
1778770224833797,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.4778,20.0,,,,,,
1778770268140545,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.5158,20.0,,,,,,
1778770095462786,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.456,20.0,,,,,,
1778770198836717,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Down,0.512,20.0,,,,,,
1778770029245533,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.5405,20.0,,,,,,
1778770079475694,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Down,0.4184,20.0,,,,,,
1778770073050201,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Up,0.423,20.0,,,,,,
1778770249502688,POST_BID,post_initial_bid,btc-updown-5m-1778770000,Down,0.4899,20.0,,,,,,
1778770216258110,CANCEL,cancel_age_20s,btc-updown-5m-1778770000,Up,0.4465,20.0,,,,,,
1778770059733965,CANCEL,cancel_age_20s,btc-updown-5m-1778770000,Down,0.5458,20.0,,,,,,
1778770150292788,CANCEL,cancel_age_20s,btc-updown-5m-1778770000,Up,0.4021,20.0,,,,,,
1778770044025353,CANCEL,cancel_displaced_3c,btc-updown-5m-1778770000,Up,0.4198,20.0,,,,,,
1778770006370462,CANCEL,cancel_age_20s,btc-updown-5m-1778770000,Down,0.4759,20.0,,,,,,
1778770037427918,CANCEL,cancel_age_20s,btc-updown-5m-1778770000,Down,0.4872,20.0,,,,,,
1778770060732919,CANCEL,cancel_age_20s,btc-updown-5m-1778770000,Down,0.5073,20.0,,,,,,
1778770026232043,CANCEL,cancel_age_20s,btc-updown-5m-1778770000,Down,0.4186,20.0,,,,,,
1778770040186267,CANCEL,cancel_age_20s,btc-updown-5m-1778770000,Down,0.4596,20.0,,,,,,
1778770291963034,CANCEL,cancel_displaced_3c,btc-updown-5m-1778770000,Up,0.4994,20.0,,,,,,
1778770147086629,CANCEL,cancel_displaced_3c,btc-updown-5m-1778770000,Down,0.443,20.0,,,,,,
1778770288125050,CANCEL,cancel_age_20s,btc-updown-5m-1778770000,Up,0.4833,20.0,,,,,,
1778770045314321,FILL,maker_bid_hit,btc-updown-5m-1778770000,Down,0.4159,20.0,15.0,,,,,
1778770042961539,FILL,maker_bid_hit,btc-updown-5m-1778770000,Down,0.5449,20.0,10.0,,,,,
1778770050625143,FILL,maker_bid_hit,btc-updown-5m-1778770000,Down,0.54,20.0,15.0,,,,,
1778770241503913,FILL,maker_bid_hit,btc-updown-5m-1778770000,Up,0.5177,20.0,10.0,,,,,
1778770254246884,FILL,maker_bid_hit,btc-updown-5m-1778770000,Up,0.4164,20.0,10.0,,,,,
1778770248999155,FILL,maker_bid_hit,btc-updown-5m-1778770000,Up,0.4349,20.0,20.0,,,,,
1778770100939014,FILL,maker_bid_hit,btc-updown-5m-1778770000,Down,0.4909,20.0,20.0,,,,,
1778770260453947,FILL,maker_bid_hit,btc-updown-5m-1778770000,Down,0.4619,20.0,15.0,,,,,
1778770036549392,FILL,maker_bid_hit,btc-updown-5m-1778770000,Up,0.4639,20.0,5.0,,,,,
1778770195927376,FILL,maker_bid_hit,btc-updown-5m-1778770000,Down,0.4681,20.0,20.0,,,,,
1778770079395077,MERGE,merge_paired_>=5,btc-updown-5m-1778770000,BOTH,,9.0,,,,,,
1778770076265461,MERGE,merge_paired_>=5,btc-updown-5m-1778770000,BOTH,,19.0,,,,,,
1778770218883998,MERGE,merge_paired_>=5,btc-updown-5m-1778770000,BOTH,,17.0,,,,,,
1778770238639253,MERGE,merge_paired_>=5,btc-updown-5m-1778770000,BOTH,,19.0,,,,,,
1778770300000000,LOG_SLUG_COMPLETE,slug_resolved,btc-updown-5m-1778770000,,,,,Up,-1.1716,,,
1778770478735665,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.5237,20.0,,,,,,
1778770344705799,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.4216,20.0,,,,,,
1778770393790067,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4248,20.0,,,,,,
1778770576370171,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.423,20.0,,,,,,
1778770386131304,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.4032,20.0,,,,,,
1778770513001816,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.4262,20.0,,,,,,
1778770549467233,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.4887,20.0,,,,,,
1778770455282670,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.459,20.0,,,,,,
1778770548637142,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.4757,20.0,,,,,,
1778770521067988,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.5277,20.0,,,,,,
1778770461417559,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.4272,20.0,,,,,,
1778770566845858,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.4374,20.0,,,,,,
1778770493127311,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4624,20.0,,,,,,
1778770385401170,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.456,20.0,,,,,,
1778770577819400,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4153,20.0,,,,,,
1778770328902980,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4078,20.0,,,,,,
1778770421823713,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4149,20.0,,,,,,
1778770551302181,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.5354,20.0,,,,,,
1778770372723528,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.5203,20.0,,,,,,
1778770474230001,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4964,20.0,,,,,,
1778770485268943,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4202,20.0,,,,,,
1778770547990409,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4771,20.0,,,,,,
1778770590128058,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4694,20.0,,,,,,
1778770535457215,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.4959,20.0,,,,,,
1778770375689812,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.421,20.0,,,,,,
1778770430651977,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.4625,20.0,,,,,,
1778770481649078,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.4551,20.0,,,,,,
1778770452011112,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.4491,20.0,,,,,,
1778770430735130,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.5029,20.0,,,,,,
1778770371398403,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.5423,20.0,,,,,,
1778770501582105,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4721,20.0,,,,,,
1778770531316762,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.4803,20.0,,,,,,
1778770588187412,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4979,20.0,,,,,,
1778770361504593,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4799,20.0,,,,,,
1778770530118774,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4432,20.0,,,,,,
1778770353838970,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4304,20.0,,,,,,
1778770479636065,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.5291,20.0,,,,,,
1778770575763085,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.4922,20.0,,,,,,
1778770491229527,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.5089,20.0,,,,,,
1778770474656547,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.5404,20.0,,,,,,
1778770517301536,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.5438,20.0,,,,,,
1778770351649262,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4891,20.0,,,,,,
1778770434110706,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.5193,20.0,,,,,,
1778770579480057,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.438,20.0,,,,,,
1778770516835114,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4143,20.0,,,,,,
1778770456643669,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4257,20.0,,,,,,
1778770339672726,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4859,20.0,,,,,,
1778770443302670,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.4784,20.0,,,,,,
1778770518596877,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.5199,20.0,,,,,,
1778770455794151,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.4899,20.0,,,,,,
1778770342601497,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.418,20.0,,,,,,
1778770536000808,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.4132,20.0,,,,,,
1778770446969831,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4628,20.0,,,,,,
1778770576565416,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.5007,20.0,,,,,,
1778770519429841,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.5348,20.0,,,,,,
1778770545317171,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4406,20.0,,,,,,
1778770538771661,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.4472,20.0,,,,,,
1778770394592104,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.4222,20.0,,,,,,
1778770326791385,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4657,20.0,,,,,,
1778770521509913,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.5095,20.0,,,,,,
1778770353623850,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.5404,20.0,,,,,,
1778770408874113,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4719,20.0,,,,,,
1778770342838506,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.548,20.0,,,,,,
1778770302462282,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.5427,20.0,,,,,,
1778770427717303,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.5276,20.0,,,,,,
1778770563502541,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4183,20.0,,,,,,
1778770443973462,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.5029,20.0,,,,,,
1778770463808496,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.4681,20.0,,,,,,
1778770517053045,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4443,20.0,,,,,,
1778770590524794,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.4663,20.0,,,,,,
1778770304615403,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.5378,20.0,,,,,,
1778770521729595,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4166,20.0,,,,,,
1778770417887015,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.5319,20.0,,,,,,
1778770505664203,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.5255,20.0,,,,,,
1778770313922509,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.5499,20.0,,,,,,
1778770308165994,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Down,0.4975,20.0,,,,,,
1778770487371146,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.5346,20.0,,,,,,
1778770559169655,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.4361,20.0,,,,,,
1778770436534406,POST_BID,post_initial_bid,btc-updown-5m-1778770300,Up,0.5165,20.0,,,,,,
1778770360263063,CANCEL,cancel_displaced_3c,btc-updown-5m-1778770300,Down,0.4984,20.0,,,,,,
1778770572921523,CANCEL,cancel_displaced_3c,btc-updown-5m-1778770300,Up,0.4077,20.0,,,,,,
1778770302623520,CANCEL,cancel_age_20s,btc-updown-5m-1778770300,Down,0.5202,20.0,,,,,,
1778770372327293,CANCEL,cancel_displaced_3c,btc-updown-5m-1778770300,Down,0.4086,20.0,,,,,,
1778770501069907,CANCEL,cancel_age_20s,btc-updown-5m-1778770300,Down,0.5158,20.0,,,,,,
1778770578410833,CANCEL,cancel_age_20s,btc-updown-5m-1778770300,Down,0.5257,20.0,,,,,,
1778770313005238,CANCEL,cancel_displaced_3c,btc-updown-5m-1778770300,Up,0.4187,20.0,,,,,,
1778770509514820,CANCEL,cancel_age_20s,btc-updown-5m-1778770300,Down,0.4945,20.0,,,,,,
1778770523811250,CANCEL,cancel_displaced_3c,btc-updown-5m-1778770300,Down,0.4233,20.0,,,,,,
1778770544185215,CANCEL,cancel_age_20s,btc-updown-5m-1778770300,Up,0.4406,20.0,,,,,,
1778770358719405,CANCEL,cancel_displaced_3c,btc-updown-5m-1778770300,Down,0.547,20.0,,,,,,
1778770525077797,CANCEL,cancel_age_20s,btc-updown-5m-1778770300,Down,0.4924,20.0,,,,,,
1778770317295594,CANCEL,cancel_displaced_3c,btc-updown-5m-1778770300,Up,0.5326,20.0,,,,,,
1778770438220109,CANCEL,cancel_age_20s,btc-updown-5m-1778770300,Up,0.4138,20.0,,,,,,
1778770352765226,CANCEL,cancel_age_20s,btc-updown-5m-1778770300,Up,0.547,20.0,,,,,,
1778770477997009,CANCEL,cancel_displaced_3c,btc-updown-5m-1778770300,Down,0.4955,20.0,,,,,,
1778770535440203,CANCEL,cancel_age_20s,btc-updown-5m-1778770300,Down,0.4218,20.0,,,,,,
1778770375238565,CANCEL,cancel_age_20s,btc-updown-5m-1778770300,Down,0.4867,20.0,,,,,,
1778770391101447,CANCEL,cancel_age_20s,btc-updown-5m-1778770300,Down,0.4974,20.0,,,,,,
1778770433360478,CANCEL,cancel_age_20s,btc-updown-5m-1778770300,Up,0.4763,20.0,,,,,,
1778770345383257,CANCEL,cancel_age_20s,btc-updown-5m-1778770300,Up,0.4711,20.0,,,,,,
1778770339671585,CANCEL,cancel_displaced_3c,btc-updown-5m-1778770300,Down,0.4417,20.0,,,,,,
1778770328929360,FILL,maker_bid_hit,btc-updown-5m-1778770300,Up,0.4642,20.0,20.0,,,,,
1778770483685276,FILL,maker_bid_hit,btc-updown-5m-1778770300,Up,0.4618,20.0,15.0,,,,,
1778770346879664,FILL,maker_bid_hit,btc-updown-5m-1778770300,Up,0.4326,20.0,20.0,,,,,
1778770476903568,FILL,maker_bid_hit,btc-updown-5m-1778770300,Down,0.4054,20.0,10.0,,,,,
1778770390302722,FILL,maker_bid_hit,btc-updown-5m-1778770300,Up,0.4711,20.0,5.0,,,,,
1778770368452267,FILL,maker_bid_hit,btc-updown-5m-1778770300,Up,0.4849,20.0,15.0,,,,,
1778770477324591,FILL,maker_bid_hit,btc-updown-5m-1778770300,Down,0.4972,20.0,15.0,,,,,
1778770496077483,FILL,maker_bid_hit,btc-updown-5m-1778770300,Down,0.5181,20.0,10.0,,,,,
1778770403467888,FILL,maker_bid_hit,btc-updown-5m-1778770300,Down,0.4647,20.0,15.0,,,,,
1778770488177731,FILL,maker_bid_hit,btc-updown-5m-1778770300,Down,0.4769,20.0,10.0,,,,,
1778770521275000,FILL,maker_bid_hit,btc-updown-5m-1778770300,Down,0.5382,20.0,20.0,,,,,
1778770451017218,MERGE,merge_paired_>=5,btc-updown-5m-1778770300,BOTH,,16.0,,,,,,
1778770455677032,MERGE,merge_paired_>=5,btc-updown-5m-1778770300,BOTH,,9.0,,,,,,
1778770533963714,MERGE,merge_paired_>=5,btc-updown-5m-1778770300,BOTH,,8.0,,,,,,
1778770398046193,MERGE,merge_paired_>=5,btc-updown-5m-1778770300,BOTH,,12.0,,,,,,
1778770544467061,MERGE,merge_paired_>=5,btc-updown-5m-1778770300,BOTH,,10.0,,,,,,
1778770600000000,LOG_SLUG_COMPLETE,slug_resolved,btc-updown-5m-1778770300,,,,,Up,0.6125,,,
1778770622545684,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Down,0.4083,20.0,,,,,,
1778770852755970,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Up,0.4501,20.0,,,,,,
1778770684902819,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Up,0.4471,20.0,,,,,,
1778770652725339,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Up,0.4022,20.0,,,,,,
1778770823065077,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Up,0.5285,20.0,,,,,,
1778770848324853,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Up,0.423,20.0,,,,,,
1778770712306210,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Up,0.418,20.0,,,,,,
1778770780651281,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Down,0.5438,20.0,,,,,,
1778770710110888,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Up,0.5158,20.0,,,,,,
1778770898643877,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Up,0.5031,20.0,,,,,,
1778770693977491,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Up,0.4582,20.0,,,,,,
1778770811916503,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Down,0.4016,20.0,,,,,,
1778770792625701,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Down,0.4788,20.0,,,,,,
1778770663508239,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Up,0.4249,20.0,,,,,,
1778770649961639,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Up,0.5484,20.0,,,,,,
1778770851054982,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Down,0.5259,20.0,,,,,,
1778770767234858,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Down,0.4212,20.0,,,,,,
1778770897106177,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Down,0.4589,20.0,,,,,,
1778770735025438,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Up,0.5133,20.0,,,,,,
1778770624934735,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Up,0.4704,20.0,,,,,,
1778770730699929,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Down,0.4271,20.0,,,,,,
1778770646051219,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Up,0.4067,20.0,,,,,,
1778770789995465,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Up,0.4438,20.0,,,,,,
1778770659121719,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Up,0.488,20.0,,,,,,
1778770817249690,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Up,0.4126,20.0,,,,,,
1778770681392906,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Up,0.5265,20.0,,,,,,
1778770856382292,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Down,0.4974,20.0,,,,,,
1778770722635260,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Down,0.5144,20.0,,,,,,
1778770784535268,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Up,0.455,20.0,,,,,,
1778770823356520,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Down,0.4508,20.0,,,,,,
1778770879486872,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Down,0.4724,20.0,,,,,,
1778770759873062,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Down,0.5278,20.0,,,,,,
1778770711590469,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Down,0.5364,20.0,,,,,,
1778770692189196,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Down,0.5275,20.0,,,,,,
1778770715881168,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Up,0.4748,20.0,,,,,,
1778770854544917,POST_BID,post_initial_bid,btc-updown-5m-1778770600,Down,0.4157,20.0,,,,,,
