strategy_id,symbol,tf,n_bars,n_trades,is_sharpe,oos_sharpe,oos_sortino,oos_cagr,oos_max_dd,oos_calmar,oos_ulcer,oos_upi,oos_tail_ratio,oos_dd_duration_bars,oos_dd_recovery_bars,oos_psr,oos_dsr,n_profitable_regimes,regime_sharpes,worst3_months_mean,rho_buy_hold_oos,maker_fill_pct,unfilled_pct,fee_drag,total_fee_paid,gates_passed,gate_detail,win_rate,profit_factor,avg_win,avg_loss,avg_hold_bars,monthly_returns,yearly_returns,equity_file,execution_mode
sig_orb,SOLUSDT,15m,105115,522,0.241,-2.009,-2.031,-0.7289,-0.6435,-1.133,41.375,-0.018,0.97,26086,9,0.0,0.0,0,"{""weak_uptrend"": -0.275852438657106, ""weak_downtrend"": -3.8889458716792014, ""strong_downtrend"": -2.867704230022009, ""strong_uptrend"": -2.386163880825842}",-0.1605,0.643,0.0,0.0,,0.0,0,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": false, ""gate_maker_fill"": false}",0.328,0.843,220.83,-127.66,24.78,"{""2022-01"": -0.3345, ""2022-02"": 0.1061, ""2022-03"": 0.2149, ""2022-04"": -0.2696, ""2022-05"": -0.1361, ""2022-06"": -0.0787, ""2022-07"": -0.0783, ""2022-08"": -0.2521, ""2022-09"": 0.0487, ""2022-10"": -0.0044, ""2022-11"": -0.2602, ""2022-12"": -0.2018, ""2023-01"": 0.4343, ""2023-02"": -0.0273, ""2023-03"": 0.033, ""2023-04"": 0.0543, ""2023-05"": -0.0973, ""2023-06"": -0.0738, ""2023-07"": 0.0368, ""2023-08"": -0.1554, ""2023-09"": 0.0102, ""2023-10"": 0.3036, ""2023-11"": 0.2462, ""2023-12"": 0.296, ""2024-01"": -0.0056, ""2024-02"": 0.1263, ""2024-03"": 0.3556, ""2024-04"": -0.3558, ""2024-05"": -0.0143, ""2024-06"": -0.0216, ""2024-07"": 0.0481, ""2024-08"": -0.0255, ""2024-09"": -0.103, ""2024-10"": -0.0923, ""2024-11"": 0.009, ""2024-12"": -0.2863}","{""2022"": -0.7791, ""2023"": 1.3662, ""2024"": -0.4351}",sig_orb__SOLUSDT__15m.parquet,v1
sig_rsi_bb,BTCUSDT,15m,105115,27,-0.084,1.061,1.094,0.4417,-0.2969,1.488,11.064,0.04,0.994,20210,8115,1.0,0.0,4,"{""weak_uptrend"": 1.5052569313925668, ""strong_downtrend"": 0.715796944243869, ""weak_downtrend"": 0.6560830292064184, ""strong_uptrend"": 0.6686153845326155}",-0.0343,0.843,0.0,0.0,,0.0,1,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": false, ""gate_maker_fill"": false}",0.481,1.024,781.71,-708.6,534.06,"{""2022-01"": 0.0573, ""2022-02"": -0.033, ""2022-03"": 0.1102, ""2022-04"": -0.0124, ""2022-05"": -0.2213, ""2022-06"": -0.3647, ""2022-07"": 0.0152, ""2022-08"": -0.1379, ""2022-09"": -0.0092, ""2022-10"": 0.055, ""2022-11"": 0.0001, ""2022-12"": 0.001, ""2023-01"": 0.0123, ""2023-02"": 0.0007, ""2023-03"": 0.0107, ""2023-04"": 0.0016, ""2023-05"": -0.0341, ""2023-06"": -0.0323, ""2023-07"": -0.0503, ""2023-08"": -0.136, ""2023-09"": -0.008, ""2023-10"": 0.0156, ""2023-11"": 0.0642, ""2023-12"": 0.1066, ""2024-01"": 0.0082, ""2024-02"": 0.4357, ""2024-03"": 0.166, ""2024-04"": -0.1862, ""2024-05"": 0.075, ""2024-06"": 0.0, ""2024-07"": 0.0259, ""2024-08"": -0.067, ""2024-09"": 0.0619, ""2024-10"": 0.0999, ""2024-11"": 0.3576, ""2024-12"": -0.0359}","{""2022"": -0.492, ""2023"": -0.0668, ""2024"": 1.1605}",sig_rsi_bb__BTCUSDT__15m.parquet,v1
sig_rsi_bb,ETHUSDT,15m,105115,27,0.408,-1.095,-0.918,-0.4937,-0.5354,-0.922,34.947,-0.014,0.975,25540,14155,0.0,0.0,0,"{""weak_uptrend"": -0.9407664823930526, ""strong_downtrend"": -0.8252738828392534, ""weak_downtrend"": -1.4168581259845714, ""strong_uptrend"": -1.310986452430591}",-0.169,0.787,0.0,0.0,,0.0,0,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": false, ""gate_maker_fill"": false}",0.407,0.815,1099.6,-928.04,430.63,"{""2022-01"": 0.0, ""2022-02"": -0.003, ""2022-03"": 0.1176, ""2022-04"": 0.0215, ""2022-05"": -0.3024, ""2022-06"": -0.0489, ""2022-07"": 0.0258, ""2022-08"": 0.171, ""2022-09"": -0.1328, ""2022-10"": 0.1836, ""2022-11"": 0.0038, ""2022-12"": -0.0051, ""2023-01"": 0.0, ""2023-02"": 0.0, ""2023-03"": 0.0966, ""2023-04"": -0.1014, ""2023-05"": -0.0353, ""2023-06"": -0.0165, ""2023-07"": -0.054, ""2023-08"": -0.0252, ""2023-09"": -0.0338, ""2023-10"": -0.0125, ""2023-11"": 0.1077, ""2023-12"": 0.0108, ""2024-01"": -0.089, ""2024-02"": 0.4629, ""2024-03"": 0.0914, ""2024-04"": -0.1633, ""2024-05"": 0.0175, ""2024-06"": 0.0, ""2024-07"": -0.1773, ""2024-08"": -0.2152, ""2024-09"": 0.0, ""2024-10"": 0.0, ""2024-11"": 0.1953, ""2024-12"": -0.1145}","{""2022"": -0.0703, ""2023"": -0.0789, ""2024"": -0.1538}",sig_rsi_bb__ETHUSDT__15m.parquet,v1
sig_rsi_bb,SOLUSDT,15m,105115,22,0.652,-0.679,-0.814,-0.5537,-0.5659,-0.978,36.753,-0.015,0.956,26274,14155,0.0,0.0,2,"{""weak_uptrend"": 0.1477055456703628, ""weak_downtrend"": -2.7285537380287272, ""strong_downtrend"": 4.003839323347542, ""strong_uptrend"": -3.5097278470984445}",-0.1902,0.862,0.0,0.0,,0.0,1,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": false, ""gate_maker_fill"": false}",0.364,0.905,1759.58,-1111.11,632.6,"{""2022-01"": 0.0, ""2022-02"": 0.0001, ""2022-03"": 0.2361, ""2022-04"": -0.1375, ""2022-05"": -0.193, ""2022-06"": -0.1571, ""2022-07"": -0.0538, ""2022-08"": 0.0823, ""2022-09"": -0.0747, ""2022-10"": -0.0138, ""2022-11"": -0.5706, ""2022-12"": 0.0, ""2023-01"": -0.0009, ""2023-02"": -0.0247, ""2023-03"": -0.0333, ""2023-04"": -0.1245, ""2023-05"": 0.0019, ""2023-06"": 0.2036, ""2023-07"": 0.2582, ""2023-08"": -0.0457, ""2023-09"": -0.0718, ""2023-10"": 0.0, ""2023-11"": 0.4792, ""2023-12"": 0.6529, ""2024-01"": -0.0247, ""2024-02"": 0.2962, ""2024-03"": 0.6108, ""2024-04"": -0.313, ""2024-05"": -0.0128, ""2024-06"": -0.153, ""2024-07"": 0.158, ""2024-08"": -0.2118, ""2024-09"": 0.1266, ""2024-10"": 0.1062, ""2024-11"": 0.0222, ""2024-12"": -0.2058}","{""2022"": -0.7089, ""2023"": 1.7096, ""2024"": 0.0803}",sig_rsi_bb__SOLUSDT__15m.parquet,v1
sig_st_dual,BTCUSDT,15m,105115,301,0.742,-0.22,-0.209,-0.1303,-0.2652,-0.491,16.326,-0.008,1.006,21111,9563,0.0,0.0,3,"{""weak_uptrend"": -0.8177639891726098, ""strong_downtrend"": 5.479042052324581, ""weak_downtrend"": 0.244852598056278, ""strong_uptrend"": 0.09892226008711318}",-0.0737,0.683,0.0,0.0,,0.0,1,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": false, ""gate_maker_fill"": false}",0.375,1.113,396.93,-214.45,40.92,"{""2022-01"": -0.1637, ""2022-02"": 0.1918, ""2022-03"": -0.0154, ""2022-04"": -0.0306, ""2022-05"": -0.1266, ""2022-06"": -0.0444, ""2022-07"": 0.1482, ""2022-08"": -0.1158, ""2022-09"": -0.0358, ""2022-10"": 0.0273, ""2022-11"": -0.1255, ""2022-12"": -0.0224, ""2023-01"": 0.1429, ""2023-02"": -0.016, ""2023-03"": 0.2877, ""2023-04"": 0.0505, ""2023-05"": -0.0535, ""2023-06"": 0.0893, ""2023-07"": -0.0493, ""2023-08"": -0.0455, ""2023-09"": -0.0285, ""2023-10"": 0.0892, ""2023-11"": 0.0446, ""2023-12"": -0.0086, ""2024-01"": 0.0989, ""2024-02"": 0.2563, ""2024-03"": 0.1284, ""2024-04"": -0.1597, ""2024-05"": 0.0259, ""2024-06"": -0.0812, ""2024-07"": -0.0427, ""2024-08"": 0.0545, ""2024-09"": -0.0561, ""2024-10"": 0.0831, ""2024-11"": 0.1701, ""2024-12"": -0.0837}","{""2022"": -0.3173, ""2023"": 0.5596, ""2024"": 0.3654}",sig_st_dual__BTCUSDT__15m.parquet,v1
sig_st_dual,ETHUSDT,15m,105115,302,-0.785,-1.147,-1.079,-0.4248,-0.4189,-1.014,31.499,-0.013,0.982,25540,9894,0.0,0.0,1,"{""weak_uptrend"": -0.6183027214446335, ""strong_downtrend"": -5.678707146242853, ""weak_downtrend"": -1.1705245623496057, ""strong_uptrend"": 2.207668172512386}",-0.1085,0.636,0.0,0.0,,0.0,0,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": false, ""gate_maker_fill"": false}",0.351,0.674,150.03,-120.44,41.24,"{""2022-01"": -0.0155, ""2022-02"": -0.0424, ""2022-03"": 0.0472, ""2022-04"": -0.139, ""2022-05"": -0.2927, ""2022-06"": -0.0365, ""2022-07"": 0.1588, ""2022-08"": -0.2738, ""2022-09"": -0.0705, ""2022-10"": -0.0223, ""2022-11"": -0.3771, ""2022-12"": -0.0454, ""2023-01"": 0.0702, ""2023-02"": 0.0229, ""2023-03"": 0.1475, ""2023-04"": 0.0705, ""2023-05"": -0.0536, ""2023-06"": -0.0038, ""2023-07"": -0.0483, ""2023-08"": -0.0589, ""2023-09"": -0.0271, ""2023-10"": -0.0228, ""2023-11"": 0.0168, ""2023-12"": -0.1164, ""2024-01"": 0.1166, ""2024-02"": 0.1945, ""2024-03"": 0.0527, ""2024-04"": -0.2205, ""2024-05"": 0.028, ""2024-06"": -0.1626, ""2024-07"": -0.0636, ""2024-08"": 0.0642, ""2024-09"": 0.0139, ""2024-10"": 0.0514, ""2024-11"": -0.0028, ""2024-12"": -0.0994}","{""2022"": -0.7366, ""2023"": -0.03, ""2024"": -0.1011}",sig_st_dual__ETHUSDT__15m.parquet,v1
sig_st_dual,SOLUSDT,15m,105115,264,0.312,-0.055,-0.056,-0.1851,-0.3715,-0.498,21.513,-0.009,1.002,10501,5360,0.0,0.0,2,"{""weak_uptrend"": 0.34277853207347736, ""weak_downtrend"": -0.275391394784795, ""strong_downtrend"": 0.34286841805776286, ""strong_uptrend"": -2.6440257808077625}",-0.153,0.663,0.0,0.0,,0.0,1,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": false, ""gate_maker_fill"": false}",0.398,0.926,346.1,-246.89,47.59,"{""2022-01"": -0.2364, ""2022-02"": 0.1066, ""2022-03"": -0.0367, ""2022-04"": 0.0353, ""2022-05"": -0.2316, ""2022-06"": -0.0721, ""2022-07"": 0.0571, ""2022-08"": -0.1385, ""2022-09"": -0.1916, ""2022-10"": -0.1002, ""2022-11"": -0.6053, ""2022-12"": -0.044, ""2023-01"": 1.4457, ""2023-02"": -0.1053, ""2023-03"": -0.0035, ""2023-04"": 0.0918, ""2023-05"": -0.0565, ""2023-06"": -0.2504, ""2023-07"": -0.0402, ""2023-08"": -0.0594, ""2023-09"": 0.0277, ""2023-10"": 0.4885, ""2023-11"": 0.0784, ""2023-12"": 0.2203, ""2024-01"": 0.0905, ""2024-02"": 0.305, ""2024-03"": 0.263, ""2024-04"": -0.142, ""2024-05"": 0.1466, ""2024-06"": -0.0597, ""2024-07"": 0.0814, ""2024-08"": -0.2247, ""2024-09"": 0.0678, ""2024-10"": 0.1823, ""2024-11"": 0.0614, ""2024-12"": -0.1746}","{""2022"": -0.8498, ""2023"": 2.0601, ""2024"": 0.5417}",sig_st_dual__SOLUSDT__15m.parquet,v1
sig_vwap_band,BTCUSDT,15m,105115,969,-1.856,-1.473,-1.319,-0.4767,-0.4952,-0.963,35.506,-0.013,0.987,26213,11053,0.0,0.0,2,"{""weak_uptrend"": -2.388824158173576, ""strong_downtrend"": 3.190529467453922, ""weak_downtrend"": -1.2550711211536474, ""strong_uptrend"": 3.5330845707967233}",-0.1173,0.748,0.0,0.0,,0.0,1,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": false, ""gate_maker_fill"": false}",0.57,0.632,28.11,-58.85,13.6,"{""2022-01"": -0.0492, ""2022-02"": -0.0254, ""2022-03"": 0.0308, ""2022-04"": -0.2381, ""2022-05"": -0.1497, ""2022-06"": -0.326, ""2022-07"": 0.1539, ""2022-08"": -0.1004, ""2022-09"": -0.144, ""2022-10"": -0.0449, ""2022-11"": -0.1685, ""2022-12"": -0.1101, ""2023-01"": 0.0637, ""2023-02"": -0.0704, ""2023-03"": -0.057, ""2023-04"": -0.0979, ""2023-05"": -0.1401, ""2023-06"": -0.0355, ""2023-07"": -0.0687, ""2023-08"": -0.1482, ""2023-09"": -0.0691, ""2023-10"": 0.0243, ""2023-11"": 0.0421, ""2023-12"": -0.0081, ""2024-01"": -0.0477, ""2024-02"": 0.0318, ""2024-03"": 0.1516, ""2024-04"": -0.2113, ""2024-05"": 0.0092, ""2024-06"": -0.125, ""2024-07"": -0.0796, ""2024-08"": -0.1475, ""2024-09"": -0.015, ""2024-10"": 0.0438, ""2024-11"": 0.0541, ""2024-12"": 0.0194}","{""2022"": -0.7381, ""2023"": -0.4546, ""2024"": -0.3168}",sig_vwap_band__BTCUSDT__15m.parquet,v1
sig_vwap_band,ETHUSDT,15m,105115,936,-1.997,-1.827,-1.552,-0.6395,-0.6162,-1.038,43.339,-0.015,0.961,26250,8483,0.0,0.0,2,"{""weak_uptrend"": -2.5795792663132135, ""strong_downtrend"": 0.9114018516054246, ""weak_downtrend"": -2.5679733950457573, ""strong_uptrend"": 8.375424309851908}",-0.1841,0.762,0.0,0.0,,0.0,1,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": false, ""gate_maker_fill"": false}",0.575,0.562,22.99,-55.33,14.26,"{""2022-01"": -0.2321, ""2022-02"": -0.1493, ""2022-03"": -0.0405, ""2022-04"": -0.1918, ""2022-05"": -0.2265, ""2022-06"": -0.3876, ""2022-07"": 0.2559, ""2022-08"": -0.1445, ""2022-09"": -0.1511, ""2022-10"": -0.0672, ""2022-11"": -0.145, ""2022-12"": -0.1396, ""2023-01"": 0.0548, ""2023-02"": 0.0513, ""2023-03"": -0.0829, ""2023-04"": -0.0968, ""2023-05"": -0.0978, ""2023-06"": -0.0729, ""2023-07"": -0.1173, ""2023-08"": -0.1518, ""2023-09"": -0.0745, ""2023-10"": 0.0117, ""2023-11"": -0.026, ""2023-12"": -0.0538, ""2024-01"": -0.0881, ""2024-02"": 0.0861, ""2024-03"": 0.0392, ""2024-04"": -0.2335, ""2024-05"": 0.0798, ""2024-06"": -0.1293, ""2024-07"": -0.1372, ""2024-08"": -0.286, ""2024-09"": -0.0418, ""2024-10"": -0.0115, ""2024-11"": 0.1757, ""2024-12"": -0.0806}","{""2022"": -0.8498, ""2023"": -0.5037, ""2024"": -0.5322}",sig_vwap_band__ETHUSDT__15m.parquet,v1
sig_vwap_band,SOLUSDT,15m,105115,927,-0.764,-0.419,-0.403,-0.4028,-0.5501,-0.732,34.863,-0.012,0.986,26274,11053,0.0,0.0,2,"{""weak_uptrend"": 1.2151853941126427, ""weak_downtrend"": -3.2321913945664287, ""strong_downtrend"": 3.2219165853674396, ""strong_uptrend"": -1.9413540009380894}",-0.1747,0.767,0.0,0.0,,0.0,1,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": false, ""gate_maker_fill"": false}",0.592,0.648,31.31,-70.16,14.54,"{""2022-01"": -0.2889, ""2022-02"": -0.1965, ""2022-03"": 0.0516, ""2022-04"": -0.3082, ""2022-05"": -0.2922, ""2022-06"": -0.2432, ""2022-07"": 0.116, ""2022-08"": -0.2669, ""2022-09"": -0.059, ""2022-10"": -0.1047, ""2022-11"": -0.3587, ""2022-12"": -0.214, ""2023-01"": 0.2452, ""2023-02"": -0.1694, ""2023-03"": 0.0032, ""2023-04"": 0.0448, ""2023-05"": -0.1313, ""2023-06"": -0.1121, ""2023-07"": 0.0994, ""2023-08"": -0.1733, ""2023-09"": -0.0269, ""2023-10"": 0.3033, ""2023-11"": 0.0466, ""2023-12"": 0.0819, ""2024-01"": -0.0952, ""2024-02"": -0.0813, ""2024-03"": 0.3871, ""2024-04"": -0.215, ""2024-05"": 0.0628, ""2024-06"": -0.1696, ""2024-07"": -0.016, ""2024-08"": -0.2684, ""2024-09"": 0.1194, ""2024-10"": 0.119, ""2024-11"": 0.1996, ""2024-12"": -0.0859}","{""2022"": -0.9226, ""2023"": 0.0914, ""2024"": -0.2102}",sig_vwap_band__SOLUSDT__15m.parquet,v1
sig_kelt_rsi,BTCUSDT,4h,6570,36,1.101,1.463,1.568,0.5726,-0.1518,3.771,7.37,0.078,1.083,387,151,1.0,0.0,3,"{""strong_uptrend"": -1.2516184463999058, ""weak_uptrend"": 2.433849217058703, ""weak_downtrend"": 2.3000922577167944, ""strong_downtrend"": 1.9694551785741048}",-0.024,0.688,0.0,0.0,,0.0,3,"{""gate_mdd"": true, ""gate_calmar"": true, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": false, ""gate_maker_fill"": false}",0.333,2.409,2694.79,-559.32,395.33,"{""2022-01"": 0.0, ""2022-02"": 0.0847, ""2022-03"": 0.0147, ""2022-04"": -0.086, ""2022-05"": 0.0461, ""2022-06"": -0.1081, ""2022-07"": -0.1436, ""2022-08"": -0.024, ""2022-09"": -0.0542, ""2022-10"": 0.055, ""2022-11"": -0.0138, ""2022-12"": -0.0094, ""2023-01"": 0.3481, ""2023-02"": -0.0363, ""2023-03"": 0.2443, ""2023-04"": 0.0383, ""2023-05"": -0.0613, ""2023-06"": 0.1006, ""2023-07"": -0.0409, ""2023-08"": -0.0828, ""2023-09"": -0.0476, ""2023-10"": 0.2426, ""2023-11"": -0.0332, ""2023-12"": 0.0204, ""2024-01"": -0.0084, ""2024-02"": 0.4357, ""2024-03"": 0.0877, ""2024-04"": -0.1399, ""2024-05"": 0.0725, ""2024-06"": -0.0011, ""2024-07"": -0.0025, ""2024-08"": -0.0397, ""2024-09"": 0.11, ""2024-10"": 0.0916, ""2024-11"": 0.3212, ""2024-12"": -0.0297}","{""2022"": -0.2352, ""2023"": 0.7809, ""2024"": 1.1228}",sig_kelt_rsi__BTCUSDT__4h.parquet,v1
sig_kelt_rsi,ETHUSDT,4h,6570,35,0.797,0.501,0.47,0.1272,-0.2922,0.435,17.257,0.007,1.037,1417,112,1.0,0.0,2,"{""weak_uptrend"": -0.5445177172849447, ""strong_downtrend"": 3.0578106037103185, ""weak_downtrend"": 2.336638633770483, ""strong_uptrend"": -1.8193316859970445}",-0.0787,0.607,0.0,0.0,,0.0,1,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": false, ""gate_maker_fill"": false}",0.4,1.493,1851.11,-826.48,338.06,"{""2022-01"": 0.0, ""2022-02"": -0.0563, ""2022-03"": 0.1901, ""2022-04"": -0.0089, ""2022-05"": -0.1243, ""2022-06"": -0.1418, ""2022-07"": 0.0486, ""2022-08"": 0.0381, ""2022-09"": -0.104, ""2022-10"": 0.1511, ""2022-11"": -0.0224, ""2022-12"": -0.0645, ""2023-01"": 0.2403, ""2023-02"": -0.0724, ""2023-03"": 0.1207, ""2023-04"": 0.038, ""2023-05"": -0.0561, ""2023-06"": 0.0513, ""2023-07"": -0.0859, ""2023-08"": -0.0585, ""2023-09"": 0.0058, ""2023-10"": 0.0677, ""2023-11"": 0.0555, ""2023-12"": 0.0053, ""2024-01"": -0.0426, ""2024-02"": 0.4629, ""2024-03"": 0.113, ""2024-04"": -0.2649, ""2024-05"": 0.2073, ""2024-06"": -0.0214, ""2024-07"": -0.1056, ""2024-08"": -0.0637, ""2024-09"": 0.0657, ""2024-10"": -0.0669, ""2024-11"": 0.4705, ""2024-12"": 0.0008}","{""2022"": -0.1411, ""2023"": 0.3024, ""2024"": 0.6592}",sig_kelt_rsi__ETHUSDT__4h.parquet,v1
sig_kelt_rsi,SOLUSDT,4h,6570,29,1.429,1.226,1.289,0.5905,-0.2166,2.727,12.355,0.048,0.988,941,674,1.0,0.0,3,"{""weak_uptrend"": 0.16434872214192453, ""strong_uptrend"": 5.701266041768007, ""strong_downtrend"": -4.808967592969884, ""weak_downtrend"": 1.1263293905238487}",-0.0321,0.556,0.0,0.0,,0.0,2,"{""gate_mdd"": false, ""gate_calmar"": true, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": false, ""gate_maker_fill"": false}",0.379,4.945,8480.81,-1048.03,473.93,"{""2022-01"": 0.0, ""2022-02"": -0.0701, ""2022-03"": 0.1494, ""2022-04"": -0.1784, ""2022-05"": 0.0, ""2022-06"": -0.3981, ""2022-07"": -0.1487, ""2022-08"": -0.0968, ""2022-09"": -0.0263, ""2022-10"": 0.0318, ""2022-11"": -0.0508, ""2022-12"": -0.1807, ""2023-01"": 1.1517, ""2023-02"": -0.1361, ""2023-03"": 0.0465, ""2023-04"": 0.0278, ""2023-05"": 0.0176, ""2023-06"": 0.081, ""2023-07"": 0.2288, ""2023-08"": -0.1289, ""2023-09"": 0.069, ""2023-10"": 0.7969, ""2023-11"": 0.5443, ""2023-12"": 0.7153, ""2024-01"": -0.1776, ""2024-02"": 0.2102, ""2024-03"": 0.6108, ""2024-04"": -0.1129, ""2024-05"": 0.0741, ""2024-06"": -0.0325, ""2024-07"": 0.0366, ""2024-08"": -0.0637, ""2024-09"": 0.0917, ""2024-10"": 0.0516, ""2024-11"": 0.348, ""2024-12"": 0.0}","{""2022"": -0.6825, ""2023"": 10.9786, ""2024"": 1.22}",sig_kelt_rsi__SOLUSDT__4h.parquet,v1
sig_mtf_conf,BTCUSDT,4h,6570,53,0.472,0.979,1.068,0.3274,-0.1837,1.782,9.421,0.035,1.037,652,416,1.0,0.0,3,"{""strong_uptrend"": -0.3440499422530556, ""weak_uptrend"": 1.422983785231994, ""weak_downtrend"": 0.7771973443926192, ""strong_downtrend"": 4.858929238468617}",-0.0476,0.69,0.0,0.0,,0.0,3,"{""gate_mdd"": true, ""gate_calmar"": true, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": false, ""gate_maker_fill"": false}",0.264,1.415,1331.62,-337.88,274.94,"{""2022-01"": 0.0, ""2022-02"": -0.0033, ""2022-03"": -0.0679, ""2022-04"": -0.0862, ""2022-05"": -0.196, ""2022-06"": -0.1123, ""2022-07"": -0.0415, ""2022-08"": -0.0384, ""2022-09"": -0.1245, ""2022-10"": 0.0037, ""2022-11"": -0.0254, ""2022-12"": -0.0298, ""2023-01"": 0.3693, ""2023-02"": -0.0613, ""2023-03"": 0.1708, ""2023-04"": -0.0044, ""2023-05"": -0.0871, ""2023-06"": 0.1137, ""2023-07"": -0.0292, ""2023-08"": -0.0902, ""2023-09"": -0.0033, ""2023-10"": 0.2333, ""2023-11"": 0.089, ""2023-12"": 0.0562, ""2024-01"": -0.0552, ""2024-02"": 0.4357, ""2024-03"": 0.0698, ""2024-04"": -0.1402, ""2024-05"": 0.0161, ""2024-06"": 0.0122, ""2024-07"": 0.0788, ""2024-08"": -0.1126, ""2024-09"": 0.1028, ""2024-10"": 0.0783, ""2024-11"": 0.2523, ""2024-12"": -0.0423}","{""2022"": -0.5359, ""2023"": 0.9022, ""2024"": 0.7519}",sig_mtf_conf__BTCUSDT__4h.parquet,v1
sig_mtf_conf,ETHUSDT,4h,6570,52,-0.393,-0.24,-0.225,-0.1662,-0.2999,-0.554,18.431,-0.009,0.975,1487,201,0.0,0.0,1,"{""weak_uptrend"": -0.9056283922459362, ""strong_downtrend"": -0.5546442426832264, ""weak_downtrend"": 1.1871431291374799, ""strong_uptrend"": -1.6244718804340996}",-0.088,0.64,0.0,0.0,,0.0,0,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": false, ""gate_maker_fill"": false}",0.288,0.599,552.58,-373.92,244.0,"{""2022-01"": -0.268, ""2022-02"": 0.0395, ""2022-03"": 0.0668, ""2022-04"": -0.1625, ""2022-05"": -0.2878, ""2022-06"": -0.1422, ""2022-07"": 0.1763, ""2022-08"": 0.0381, ""2022-09"": -0.0671, ""2022-10"": 0.1085, ""2022-11"": -0.0535, ""2022-12"": -0.1098, ""2023-01"": 0.3039, ""2023-02"": -0.0625, ""2023-03"": 0.0535, ""2023-04"": 0.0667, ""2023-05"": -0.0468, ""2023-06"": 0.0396, ""2023-07"": -0.0938, ""2023-08"": -0.0533, ""2023-09"": -0.0227, ""2023-10"": 0.0915, ""2023-11"": 0.0365, ""2023-12"": -0.0056, ""2024-01"": -0.0583, ""2024-02"": -0.0204, ""2024-03"": 0.0023, ""2024-04"": -0.2625, ""2024-05"": 0.1734, ""2024-06"": -0.0207, ""2024-07"": -0.039, ""2024-08"": -0.0828, ""2024-09"": 0.0077, ""2024-10"": -0.0868, ""2024-11"": 0.3639, ""2024-12"": -0.0943}","{""2022"": -0.5581, ""2023"": 0.2839, ""2024"": -0.215}",sig_mtf_conf__ETHUSDT__4h.parquet,v1
