asset,bio,conditionId,eventSlug,icon,name,outcome,outcomeIndex,price,profileImage,profileImageOptimized,proxyWallet,pseudonym,side,size,slug,timestamp,title,transactionHash
57099622395578253917608864431687914392434565823090536403183553340746558246894,,0xd508dd005e52ae1c9e9a3aa5d14614318b949deecba7f548ad551a8994ce3310,btc-updown-5m-1783975800,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Up,0,0.98,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,50,btc-updown-5m-1783975800,1783976059,"Bitcoin Up or Down - July 13, 4:50PM-4:55PM ET",0x55490f5202572e8e51c67105bbebfdce721d0a430d7809ce3501625e4b441f15
57099622395578253917608864431687914392434565823090536403183553340746558246894,,0xd508dd005e52ae1c9e9a3aa5d14614318b949deecba7f548ad551a8994ce3310,btc-updown-5m-1783975800,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Up,0,0.91,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,50,btc-updown-5m-1783975800,1783976002,"Bitcoin Up or Down - July 13, 4:50PM-4:55PM ET",0xe2d11075ccb059bc0f076a208afb0d15e59582373cb7ef44e3b3983295a52974
57099622395578253917608864431687914392434565823090536403183553340746558246894,,0xd508dd005e52ae1c9e9a3aa5d14614318b949deecba7f548ad551a8994ce3310,btc-updown-5m-1783975800,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Up,0,0.77,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,25,btc-updown-5m-1783975800,1783975988,"Bitcoin Up or Down - July 13, 4:50PM-4:55PM ET",0x0db78a6b24085bd0767218a497736924a61d0bb898b9e1aca3cc24a46201250e
57099622395578253917608864431687914392434565823090536403183553340746558246894,,0xd508dd005e52ae1c9e9a3aa5d14614318b949deecba7f548ad551a8994ce3310,btc-updown-5m-1783975800,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Up,0,0.77,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,50,btc-updown-5m-1783975800,1783975988,"Bitcoin Up or Down - July 13, 4:50PM-4:55PM ET",0x2bf8ec3b7bdc51034427cc0c37a368e78d03591e14b1ef9afcb2c7c504166a9b
20101155327348393864814982392719813960575174012584929025437126045440666487033,,0xd508dd005e52ae1c9e9a3aa5d14614318b949deecba7f548ad551a8994ce3310,btc-updown-5m-1783975800,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Down,1,0.24,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,50,btc-updown-5m-1783975800,1783975987,"Bitcoin Up or Down - July 13, 4:50PM-4:55PM ET",0xcccea4a5cb412d9d61c4b75a1e26993fa9ed6c9e7652948db06e240747d9accc
57099622395578253917608864431687914392434565823090536403183553340746558246894,,0xd508dd005e52ae1c9e9a3aa5d14614318b949deecba7f548ad551a8994ce3310,btc-updown-5m-1783975800,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Up,0,0.149999985,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,53.333332,btc-updown-5m-1783975800,1783975871,"Bitcoin Up or Down - July 13, 4:50PM-4:55PM ET",0x0707b45dda3ba355c2b8664f7986f6e15a9f962392dc3520899b686f949b2f0e
57099622395578253917608864431687914392434565823090536403183553340746558246894,,0xd508dd005e52ae1c9e9a3aa5d14614318b949deecba7f548ad551a8994ce3310,btc-updown-5m-1783975800,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Up,0,0.149999985,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,53.333332,btc-updown-5m-1783975800,1783975871,"Bitcoin Up or Down - July 13, 4:50PM-4:55PM ET",0xa2f19abab1f5a19b5512751d0776f7b538df8e670a7bf5943df12a13e25197bf
44261250345667414701271062390606769406672264965404252652703731368404346507116,,0xaadc8f106fe605f4826e4d1d29655e6c0f5d33ed1dc3832214fd31d09d57d2ee,btc-updown-5m-1783975500,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Down,1,0.86,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,50,btc-updown-5m-1783975500,1783975639,"Bitcoin Up or Down - July 13, 4:45PM-4:50PM ET",0x5fd2a01ddb933b243cca52f473646bae83d4814de0c417e80258b86670499395
107106666748435466432583881094979372157817387797916360394997583567149032593317,,0xaadc8f106fe605f4826e4d1d29655e6c0f5d33ed1dc3832214fd31d09d57d2ee,btc-updown-5m-1783975500,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Up,0,0.14,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,15,btc-updown-5m-1783975500,1783975636,"Bitcoin Up or Down - July 13, 4:45PM-4:50PM ET",0xcbd63475a4cdd6e59e15d9bd372381e156e4f5add91e93e4582ef973d1a60ab0
107106666748435466432583881094979372157817387797916360394997583567149032593317,,0xaadc8f106fe605f4826e4d1d29655e6c0f5d33ed1dc3832214fd31d09d57d2ee,btc-updown-5m-1783975500,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Up,0,0.13,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,50,btc-updown-5m-1783975500,1783975627,"Bitcoin Up or Down - July 13, 4:45PM-4:50PM ET",0xcc78180f916ac75bae86c8243ac9a43153f082679199589762a39666efa7a1fc
44261250345667414701271062390606769406672264965404252652703731368404346507116,,0xaadc8f106fe605f4826e4d1d29655e6c0f5d33ed1dc3832214fd31d09d57d2ee,btc-updown-5m-1783975500,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Down,1,0.77,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,48.49,btc-updown-5m-1783975500,1783975555,"Bitcoin Up or Down - July 13, 4:45PM-4:50PM ET",0xb515cb341b51c3c8fb1afad70fe11292a0adf128ee0f59ee388799a3d2cdfa31
95196254810030137670922178591187205304654100212195346175962544825712259188847,,0x0247c7cc395414de848a96f91b28f11a266a34cba781bc5995bcb88dd12ea020,btc-updown-5m-1783975200,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Down,1,0.89,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,40,btc-updown-5m-1783975200,1783975447,"Bitcoin Up or Down - July 13, 4:40PM-4:45PM ET",0xe161bb2fb160c7835c91ed341cf8e1e5c5161d59ad58db9b99293fbc4cb6a5e4
95196254810030137670922178591187205304654100212195346175962544825712259188847,,0x0247c7cc395414de848a96f91b28f11a266a34cba781bc5995bcb88dd12ea020,btc-updown-5m-1783975200,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Down,1,0.89,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,20,btc-updown-5m-1783975200,1783975447,"Bitcoin Up or Down - July 13, 4:40PM-4:45PM ET",0xbac769e2afeb200c2e2d359ae1b553d38b8419beeb3b5ac9869c7a6bd723309b
95196254810030137670922178591187205304654100212195346175962544825712259188847,,0x0247c7cc395414de848a96f91b28f11a266a34cba781bc5995bcb88dd12ea020,btc-updown-5m-1783975200,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Down,1,0.89,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,40,btc-updown-5m-1783975200,1783975445,"Bitcoin Up or Down - July 13, 4:40PM-4:45PM ET",0x2e9f3c3cd5a6387b012c3aa312098fd5a9329786ea5c53ca8bc4bad1558b4e9d
36453625137710117327379860228759717435285083712472772380306820866826760309495,,0x0247c7cc395414de848a96f91b28f11a266a34cba781bc5995bcb88dd12ea020,btc-updown-5m-1783975200,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Up,0,0.51,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,4.03,btc-updown-5m-1783975200,1783975424,"Bitcoin Up or Down - July 13, 4:40PM-4:45PM ET",0xb9011096798b6698496a81295a0a2afeb5106c976fcacbcb77b6b758a284e285
36453625137710117327379860228759717435285083712472772380306820866826760309495,,0x0247c7cc395414de848a96f91b28f11a266a34cba781bc5995bcb88dd12ea020,btc-updown-5m-1783975200,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Up,0,0.68,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,50,btc-updown-5m-1783975200,1783975387,"Bitcoin Up or Down - July 13, 4:40PM-4:45PM ET",0x657e3c975cae56aa09994770edfc97794aa3f1be53cf1f53ca11f6c1d6025ed7
95196254810030137670922178591187205304654100212195346175962544825712259188847,,0x0247c7cc395414de848a96f91b28f11a266a34cba781bc5995bcb88dd12ea020,btc-updown-5m-1783975200,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Down,1,0.35,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,50,btc-updown-5m-1783975200,1783975379,"Bitcoin Up or Down - July 13, 4:40PM-4:45PM ET",0x9be54a086b9d6d6b513dab80141311f2e05105a8e845c93b307e9aefda655331
36453625137710117327379860228759717435285083712472772380306820866826760309495,,0x0247c7cc395414de848a96f91b28f11a266a34cba781bc5995bcb88dd12ea020,btc-updown-5m-1783975200,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Up,0,0.53,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,40.01,btc-updown-5m-1783975200,1783975295,"Bitcoin Up or Down - July 13, 4:40PM-4:45PM ET",0x1573c11ee7cd929f4ad7b881873059b9cea6d5e5cf49b05e82e8f22d99227349
31561804548784888497642181235765215469885977047031259281916129675546471008931,,0x0b8f1af8e9cc0d9ff53a37c338c0d137334c770d2771a5b155cfd9600dd859a2,btc-updown-5m-1783974900,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Up,0,0.66,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,25.7,btc-updown-5m-1783974900,1783975096,"Bitcoin Up or Down - July 13, 4:35PM-4:40PM ET",0x65698d6fe184b485897f50cd8c66014713efd334e972d61885f0e131ab77b115
31561804548784888497642181235765215469885977047031259281916129675546471008931,,0x0b8f1af8e9cc0d9ff53a37c338c0d137334c770d2771a5b155cfd9600dd859a2,btc-updown-5m-1783974900,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Up,0,0.57,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,15,btc-updown-5m-1783974900,1783975009,"Bitcoin Up or Down - July 13, 4:35PM-4:40PM ET",0x476ff50c6be84e4f3c75bd6a861c580a291970b1be8151c2da422421c1f44fef
42753312664700335619969536610877635354366421032045075228338361160176264148291,,0x0b8f1af8e9cc0d9ff53a37c338c0d137334c770d2771a5b155cfd9600dd859a2,btc-updown-5m-1783974900,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Down,1,0.42,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,50,btc-updown-5m-1783974900,1783975009,"Bitcoin Up or Down - July 13, 4:35PM-4:40PM ET",0x4c07f1522c02cbf7354eed1a990b30f4ffccace100956cae225160a39be24afa
42753312664700335619969536610877635354366421032045075228338361160176264148291,,0x0b8f1af8e9cc0d9ff53a37c338c0d137334c770d2771a5b155cfd9600dd859a2,btc-updown-5m-1783974900,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Down,1,0.42,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,50,btc-updown-5m-1783974900,1783975009,"Bitcoin Up or Down - July 13, 4:35PM-4:40PM ET",0x42d4ca79bb4392e6a1a334c8f458504d3f5033515a5f482ba65375d4c7c7e365
