fired,skip_reason,slug,ws_s,outcome_truth,current_px,trend_align,v_trend,v_levels,v_momentum,p_up_levels,score_momentum,mom_imb_l5,mom_cvd_norm,mom_aggressor,bb_position,rsi14,direction,stake_usd,vwap_entry,shares,hit_levels,underfilled,won,pnl_usd,balance_cum_usd
False,pre_open_3.37<13.00,btc-updown-5m-1777433100,1777432800,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_3.45<13.00,btc-updown-5m-1777433400,1777433100,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_3.53<13.00,btc-updown-5m-1777433700,1777433400,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_3.62<13.00,btc-updown-5m-1777434000,1777433700,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_3.70<13.00,btc-updown-5m-1777434300,1777434000,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_3.78<13.00,btc-updown-5m-1777434600,1777434300,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_3.87<13.00,btc-updown-5m-1777434900,1777434600,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_3.95<13.00,btc-updown-5m-1777435200,1777434900,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_4.03<13.00,btc-updown-5m-1777435500,1777435200,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_4.12<13.00,btc-updown-5m-1777435800,1777435500,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_4.20<13.00,btc-updown-5m-1777436100,1777435800,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_4.28<13.00,btc-updown-5m-1777436400,1777436100,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_4.37<13.00,btc-updown-5m-1777436700,1777436400,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_4.45<13.00,btc-updown-5m-1777437000,1777436700,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_4.53<13.00,btc-updown-5m-1777437300,1777437000,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_4.62<13.00,btc-updown-5m-1777437600,1777437300,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_4.70<13.00,btc-updown-5m-1777437900,1777437600,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_4.78<13.00,btc-updown-5m-1777438200,1777437900,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_4.87<13.00,btc-updown-5m-1777438500,1777438200,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_4.95<13.00,btc-updown-5m-1777438800,1777438500,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_5.03<13.00,btc-updown-5m-1777439100,1777438800,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_5.12<13.00,btc-updown-5m-1777439400,1777439100,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_5.20<13.00,btc-updown-5m-1777439700,1777439400,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_5.28<13.00,btc-updown-5m-1777440000,1777439700,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_5.37<13.00,btc-updown-5m-1777440300,1777440000,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_5.45<13.00,btc-updown-5m-1777440600,1777440300,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_5.53<13.00,btc-updown-5m-1777440900,1777440600,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_5.62<13.00,btc-updown-5m-1777441200,1777440900,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_5.70<13.00,btc-updown-5m-1777441500,1777441200,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_5.78<13.00,btc-updown-5m-1777441800,1777441500,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_5.87<13.00,btc-updown-5m-1777442100,1777441800,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_5.95<13.00,btc-updown-5m-1777442400,1777442100,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_6.03<13.00,btc-updown-5m-1777442700,1777442400,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_6.12<13.00,btc-updown-5m-1777443000,1777442700,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_6.20<13.00,btc-updown-5m-1777443300,1777443000,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_6.28<13.00,btc-updown-5m-1777443600,1777443300,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_6.37<13.00,btc-updown-5m-1777443900,1777443600,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_7.70<13.00,btc-updown-5m-1777448700,1777448400,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_7.78<13.00,btc-updown-5m-1777449000,1777448700,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_7.87<13.00,btc-updown-5m-1777449300,1777449000,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_7.95<13.00,btc-updown-5m-1777449600,1777449300,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_8.03<13.00,btc-updown-5m-1777449900,1777449600,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_8.12<13.00,btc-updown-5m-1777450200,1777449900,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_8.20<13.00,btc-updown-5m-1777450500,1777450200,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_8.28<13.00,btc-updown-5m-1777450800,1777450500,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_8.37<13.00,btc-updown-5m-1777451100,1777450800,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_8.45<13.00,btc-updown-5m-1777451400,1777451100,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_8.53<13.00,btc-updown-5m-1777451700,1777451400,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_8.62<13.00,btc-updown-5m-1777452000,1777451700,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_8.70<13.00,btc-updown-5m-1777452300,1777452000,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_8.78<13.00,btc-updown-5m-1777452600,1777452300,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_8.87<13.00,btc-updown-5m-1777452900,1777452600,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_8.95<13.00,btc-updown-5m-1777453200,1777452900,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_9.03<13.00,btc-updown-5m-1777453500,1777453200,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_9.12<13.00,btc-updown-5m-1777453800,1777453500,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_9.20<13.00,btc-updown-5m-1777454100,1777453800,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_9.28<13.00,btc-updown-5m-1777454400,1777454100,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_9.37<13.00,btc-updown-5m-1777454700,1777454400,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_9.45<13.00,btc-updown-5m-1777455000,1777454700,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_9.53<13.00,btc-updown-5m-1777455300,1777455000,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_9.62<13.00,btc-updown-5m-1777455600,1777455300,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_9.70<13.00,btc-updown-5m-1777455900,1777455600,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_9.78<13.00,btc-updown-5m-1777456200,1777455900,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_9.87<13.00,btc-updown-5m-1777456500,1777456200,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_9.95<13.00,btc-updown-5m-1777456800,1777456500,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_10.03<13.00,btc-updown-5m-1777457100,1777456800,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_10.12<13.00,btc-updown-5m-1777457400,1777457100,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_10.20<13.00,btc-updown-5m-1777457700,1777457400,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_10.28<13.00,btc-updown-5m-1777458000,1777457700,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_10.37<13.00,btc-updown-5m-1777458300,1777458000,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_10.45<13.00,btc-updown-5m-1777458600,1777458300,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_10.53<13.00,btc-updown-5m-1777458900,1777458600,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_10.62<13.00,btc-updown-5m-1777459200,1777458900,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_10.70<13.00,btc-updown-5m-1777459500,1777459200,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_10.78<13.00,btc-updown-5m-1777459800,1777459500,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_10.87<13.00,btc-updown-5m-1777460100,1777459800,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_10.95<13.00,btc-updown-5m-1777460400,1777460100,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_11.03<13.00,btc-updown-5m-1777460700,1777460400,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_11.12<13.00,btc-updown-5m-1777461000,1777460700,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_11.20<13.00,btc-updown-5m-1777461300,1777461000,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_11.28<13.00,btc-updown-5m-1777461600,1777461300,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_11.37<13.00,btc-updown-5m-1777461900,1777461600,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_11.45<13.00,btc-updown-5m-1777462200,1777461900,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_11.53<13.00,btc-updown-5m-1777462500,1777462200,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_11.62<13.00,btc-updown-5m-1777462800,1777462500,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_11.70<13.00,btc-updown-5m-1777463100,1777462800,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_11.78<13.00,btc-updown-5m-1777463400,1777463100,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_11.87<13.00,btc-updown-5m-1777463700,1777463400,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_11.95<13.00,btc-updown-5m-1777464000,1777463700,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_12.03<13.00,btc-updown-5m-1777464300,1777464000,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_12.12<13.00,btc-updown-5m-1777464600,1777464300,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_12.20<13.00,btc-updown-5m-1777464900,1777464600,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_12.28<13.00,btc-updown-5m-1777465200,1777464900,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_12.37<13.00,btc-updown-5m-1777465500,1777465200,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_12.45<13.00,btc-updown-5m-1777465800,1777465500,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_12.53<13.00,btc-updown-5m-1777466100,1777465800,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_12.62<13.00,btc-updown-5m-1777466400,1777466100,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_12.70<13.00,btc-updown-5m-1777466700,1777466400,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_12.78<13.00,btc-updown-5m-1777467000,1777466700,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_12.87<13.00,btc-updown-5m-1777467300,1777467000,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_12.95<13.00,btc-updown-5m-1777467600,1777467300,Down,,,,,,,,,,,,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777467900,1777467600,Down,77193.72,-3.0,-1.0,1.0,1.0,0.7643590718904438,0.2651534893063246,-0.08788314723418851,0.0010224939999999999,1.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777468200,1777467900,Up,77120.81,-3.0,-1.0,0.0,0.0,0.588334791484411,-0.07702076597157259,-0.19302729942893146,0.0006338460000000001,0.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777468500,1777468200,Down,77143.59,-3.0,-1.0,1.0,1.0,0.8914796500570548,0.21116604524710306,-0.2235466249422423,0.00194898408,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777468800,1777468500,Down,77172.25,-3.0,-1.0,1.0,1.0,0.8188030936984836,0.21052630991400448,-0.22410657799498876,0.00056313704,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777469100,1777468800,Down,77109.97,-3.0,-1.0,0.0,1.0,0.6041411490230469,0.34530985376038786,0.11120671091096967,0.0027572313199999998,1.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777469400,1777469100,Down,76875.05,-3.0,-1.0,0.0,0.0,0.46905671769856117,0.07460104015299482,-0.0016632814676831493,0.00102485072,0.2498629917468936,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777469700,1777469400,Up,76869.52,-3.0,-1.0,1.0,1.0,0.8742186855095622,0.44545622947139873,0.35713224065849697,0.00867777736,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777470000,1777469700,Down,76793.54,-3.0,-1.0,0.0,1.0,0.5208629606972403,0.2079709625209044,-0.25550814895773893,0.033914073680000004,1.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777470300,1777470000,Up,76717.87,-3.0,-1.0,0.0,0.0,0.5689574080989026,0.1158898436730543,-0.4612206573973642,0.00126035544,1.0,no_data,,,,,,,,,,
False,ob_manipulated_span0.956,btc-updown-5m-1777470600,1777470300,Up,76613.55,-3.0,-1.0,-1.0,0.0,0.19251804670913147,0.1458703057366149,0.14533748690932655,0.0078240028,0.28462703377628096,touch_lower,25.618877176285423,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777470900,1777470600,Down,76775.97,-3.0,-1.0,0.0,-1.0,0.5320301265601564,-0.26136641624225887,-0.4801194196971719,-0.0029287072000000014,-0.2281334540113003,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777471200,1777470900,Down,76867.48,-3.0,-1.0,1.0,1.0,0.8769130441960731,0.28082689278275963,-0.05451998321310087,0.008782953559999999,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777471500,1777471200,Down,76695.31,-3.0,-1.0,0.0,1.0,0.5832961253366642,0.29442671352855093,-0.019691485358622664,0.00767769224,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777471800,1777471500,Down,76669.99,-3.0,-1.0,0.0,1.0,0.5993890473428722,0.4288811152320211,0.31914928480136523,0.008267483959999999,0.9958038537449168,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777472100,1777471800,Up,76565.8,-3.0,-1.0,-1.0,1.0,0.2736220806794075,0.32844368321726736,0.07050920804316835,0.0008,1.0,no_data,,,,,,,,,,
True,,btc-updown-5m-1777472400,1777472100,Up,76620.37,-3.0,-1.0,-1.0,0.0,0.18093418259024835,-0.08044138184726521,-0.201103454618163,0.0,0.0,inside,26.995150470590104,Down,25.0,0.78,32.05128205128205,1.0,False,False,-25.0,-19.1621726070862
False,momentum_engaged,btc-updown-5m-1777472700,1777472400,Up,76598.36,-3.0,-1.0,-1.0,1.0,0.21831847133758553,0.15188310158800217,-0.3703601704699946,9.056592000000001e-05,1.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777473000,1777472700,Down,76730.24,-3.0,-1.0,0.0,0.0,0.5610952657127648,-0.008274528152043437,-0.3856312361945839,0.00144492288,0.4851482982059671,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777473300,1777473000,Up,76674.43,-3.0,-1.0,0.0,0.0,0.5965670657588521,0.13864472868197536,-0.4079216397850616,0.00604461532,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777473600,1777473300,Down,76833.93,-3.0,-1.0,0.0,1.0,0.4951918264227171,0.30078336958803986,0.00039254184009969895,0.00208784284,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777473900,1777473600,Down,76627.94,-3.0,-1.0,-1.0,1.0,0.16807643312102205,0.3298384200189058,0.07125487372726452,0.00445490176,1.0,no_data,,,,,,,,,,
True,,btc-updown-5m-1777474200,1777473900,Up,76552.15,-3.0,-1.0,-1.0,0.0,0.2968067940552185,0.12636254193846477,0.3128576790661619,0.00406490104,0.0,inside,46.2062807613568,Down,25.0,0.55,45.45454545454545,1.0,False,False,-25.0,-44.162172607086205
False,momentum_engaged,btc-updown-5m-1777474500,1777474200,Down,76576.81,-3.0,-1.0,-1.0,1.0,0.2549214437367412,0.2534901360519295,-0.11634389060017623,9.230764e-05,1.0,no_data,,,,,,,,,,
True,,btc-updown-5m-1777474800,1777474500,Down,76616.14,-3.0,-1.0,-1.0,0.0,0.1881188959660376,0.11905449100619736,-0.45610223394450655,0.00498461528,1.0,inside,54.14903358328996,Down,25.0,0.36,69.44444444444444,1.0,False,True,43.55555555555556,-0.6066170515306482
False,momentum_engaged,btc-updown-5m-1777475100,1777474800,Down,76586.8,-3.0,-1.0,-1.0,1.0,0.23795329087049027,0.3094014534302002,0.023203633575500593,0.0004,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777475400,1777475100,Down,76380.01,-3.0,-1.0,0.0,1.0,0.3850429154355102,0.2866918027894851,-0.034228822656287315,0.00127777284,1.0,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777475700,1777475400,Down,76261.54,-2.0,-1.0,1.0,0.0,0.7184325313071906,-0.14093302495140178,-0.35244367337850446,0.000148148,0.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777476000,1777475700,Up,76308.87,-2.0,-1.0,0.0,1.0,0.5852399043197081,0.18234426689464567,-0.3215305533433858,0.03652162744,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777476300,1777476000,Down,76195.38,-2.0,-1.0,1.0,1.0,0.8792062680974155,0.16735024745164384,-0.33474660347089036,0.0041629628,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777476600,1777476300,Up,76276.68,-2.0,-1.0,1.0,-1.0,0.6758266497819354,-0.20048007829337045,-0.5014224178534261,0.00029629616,0.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777476900,1777476600,Down,76297.82,-2.0,-1.0,0.0,0.0,0.6163360067538952,0.094888219474585,0.27927520679547163,0.00587608424,-0.06194896171867886,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777477200,1777476900,Down,76175.22,-2.0,-1.0,1.0,0.0,0.6901048319074663,-0.0022164111467696886,-0.0056564123669242215,0.00015384600000000002,0.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777477500,1777477200,Up,76017.69,-2.0,-1.0,0.0,1.0,0.5,0.3793190658722628,0.19716558936065698,0.00150943376,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777477800,1777477500,Down,75996.0,-2.0,-1.0,0.0,1.0,0.5,0.2223632672398736,-0.194217492180316,0.00016754704,1.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777478100,1777477800,Up,75862.28,-2.0,-1.0,0.0,0.0,0.5,-0.1044021757806625,-0.26378321718165626,0.00370370364,0.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777478400,1777478100,Up,75774.24,-2.0,-1.0,0.0,0.0,0.5,0.13883310939682614,-0.40463833718793457,0.00229481424,1.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777478700,1777478400,Down,75929.7,-2.0,-1.0,0.0,0.0,0.5,-0.1370352718362386,-0.34258817959059645,0.0,0.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777479000,1777478700,Up,76012.4,-2.0,-1.0,0.0,1.0,0.5,0.35803695888402004,0.1401865149100501,0.006541176399999999,1.0,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777479300,1777479000,Down,76087.78,-2.0,-1.0,1.0,0.0,0.8586841788167381,-0.1226272427498836,-0.306568106874709,0.0,0.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777479600,1777479300,Down,76041.49,-2.0,-1.0,0.0,1.0,0.5,0.1771123536951881,-0.31167296160202973,0.0059384611199999994,1.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777479900,1777479600,Up,75848.32,-2.0,-1.0,0.0,0.0,0.5,0.13294803549003797,-0.422299835534905,0.0062265656800000015,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777480200,1777479900,Up,75823.38,-2.0,-1.0,0.0,1.0,0.5,0.2023278496214369,-0.2448778757964077,0.0009299998000000001,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777480500,1777480200,Up,75849.64,-2.0,-1.0,0.0,1.0,0.5,0.2537386448525091,-0.11688767981872722,0.0016457226000000003,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777480800,1777480500,Up,75742.83,-2.0,-1.0,0.0,1.0,0.5,0.3483540887924352,0.11926983754108794,0.00215384592,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777481100,1777480800,Down,75840.91,-2.0,-1.0,0.0,1.0,0.5,0.19658666522490037,-0.25982795201774905,0.00172615344,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777481400,1777481100,Up,75884.76,-2.0,-1.0,0.0,1.0,0.5,0.304411382536568,0.009722809361420053,0.00174086264,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777481700,1777481400,Down,75746.01,-2.0,-1.0,0.0,1.0,0.5,0.2511134230617209,-0.12324336538569772,0.0013692307199999999,1.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777482000,1777481700,Up,75796.8,-2.0,-1.0,0.0,0.0,0.5,0.12699657412175377,-0.43377779527561555,0.00169230744,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777482300,1777482000,Down,75826.32,-2.0,-1.0,0.0,1.0,0.5,0.21881035167861357,-0.20343912080346602,0.00062,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777482600,1777482300,Up,75914.11,-2.0,-1.0,0.0,1.0,0.5,0.3299714323496024,0.07259269864400607,0.00311450964,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777482900,1777482600,Up,75947.96,-2.0,-1.0,0.0,1.0,0.5,0.26404102916108296,-0.09115742709729255,0.00168,1.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777483200,1777482900,Up,75912.33,-2.0,-1.0,0.0,0.0,0.5,0.03685434041247651,0.09160055701119128,0.00071372536,0.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777483500,1777483200,Down,76061.77,-2.0,-1.0,0.0,1.0,0.5,0.15610672243775248,-0.36148378210561877,0.0023341176,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777483800,1777483500,Up,75916.73,-2.0,-1.0,0.0,1.0,0.5,0.3235117895661689,0.056126532815422236,0.0035372548,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777484100,1777483800,Up,75965.74,-2.0,-1.0,0.0,1.0,0.5,0.34890021135105587,0.12195052837763962,0.0004,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777484400,1777484100,Up,75950.53,-2.0,-1.0,0.0,1.0,0.5,0.3392084657237522,0.09706116430938047,0.00128,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777484700,1777484400,Up,75950.73,-2.0,-1.0,0.0,1.0,0.5,0.34695059117891613,0.11431236044729032,0.004085490000000001,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777485000,1777484700,Down,75952.81,-2.0,-1.0,0.0,1.0,0.638471923277768,0.20802825450297635,-0.23058818723255906,0.00087843132,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777485300,1777485000,Up,75994.01,-2.0,-1.0,0.0,1.0,0.5964937529452314,0.326303972619826,0.0652646375495651,0.000660392,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777485600,1777485300,Down,75959.09,-2.0,-1.0,0.0,1.0,0.6320733089649453,0.3114555079373081,0.028221122863270196,0.0005568626399999999,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777485900,1777485600,Down,76110.01,-2.0,-1.0,1.0,1.0,0.8158260031329283,0.5242197141670834,0.5538695835777083,0.00890626912,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777486200,1777485900,Up,75854.89,-2.0,-1.0,1.0,1.0,0.7382413999516078,0.4046736558149667,0.26051499255741684,0.0015588626399999999,1.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777486500,1777486200,Down,75094.82,-2.0,-1.0,0.0,0.0,0.5,0.10170541855964638,-0.501536453500884,0.007733333199999999,1.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777486800,1777486500,Up,75244.26,-2.0,-1.0,0.0,0.0,0.5,0.06945858166695004,-0.5802357678926249,0.00517629608,1.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777487100,1777486800,Down,75293.51,-2.0,-1.0,0.0,0.0,0.5,0.08919831611933154,-0.5307971652016711,0.005057274,1.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777487400,1777487100,Down,75299.16,-2.0,-1.0,0.0,0.0,0.5,0.12879249067832518,-0.42843415780418703,0.000553846,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777487700,1777487400,Up,75048.8,-2.0,-1.0,0.0,1.0,0.5,0.4420080424879075,0.35155740646976874,0.004616933,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777488000,1777487700,Down,75327.99,-2.0,-1.0,0.0,1.0,0.5,0.19142184454760486,-0.2747838789909878,0.004451320480000001,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777488300,1777488000,Up,75336.87,-2.0,-1.0,0.0,1.0,0.5,0.26853331563465116,-0.07926671091337203,0.0008,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777488600,1777488300,Up,75288.0,-2.0,-1.0,0.0,1.0,0.5,0.3603210176328401,0.15044372059210018,0.00047843132,1.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777488900,1777488600,Up,75386.34,-2.0,-1.0,0.0,0.0,0.5,0.05610346094735025,-0.6100009629216243,0.00034615372000000003,1.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777489200,1777488900,Up,75460.41,-2.0,-1.0,0.0,0.0,0.5,-0.09397615023694009,-0.2383144931723502,0.00449882344,0.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777489500,1777489200,Down,75537.61,-2.0,-1.0,0.0,1.0,0.5,0.1562831034979758,-0.36000686474506044,0.0009528313199999999,1.0,no_data,,,,,,,,,,
